и	ˈi
проводим	prʌvˈodʲim
пятью	pʲatʲjˈju
недочитанными	nʲidʌtʃʲˈitʌnnymʲɪ
разгоняется	rʌzɡʌnʲˈɑjitsʌ
отрываясь	ʌtryvˈɑjasʲ
оставшееся	ʌstˈɑfʃyjisʲʌ
спокойного	spʌkˈojnʌvʌ
ведения	vʲidʲˈenʲija
озвучиваем	ʌzvutʃʲˈivʌjim
непрерывно	nʲiprʲirˈyvnʌ
вызванное	vˈyzvʌnnʌjɪ
прощупать	prʌɕˈupʌtʲ
начавшуюся	natʃʲˈɑfʃujusʲʌ
ругается	ruɡˈɑjitsʌ
таймер	tˈɑjmʲir
сбрасывается	zbrˈɑsyvʌjitsʌ
микро-движение	mʲˈikrʌdvʲiʒˈɛnʲijɪ
включиться	fkɭʲutʃʲˈitsʌ
идеально	ɪdʲiˈɑɭʲnʌ
неподвижном	nʲipʌdvʲˈiʒnʌm
ощущались	ʌɕuɕˈɑɭʲisʲ
уточнять	utʌtʃʲnʲˈɑtʲ
сбрасывая	zbrˈɑsyvʌja
смещением	smʲiɕˈenʲijim
дребезг	drʲˈebʲisk
обрабатывалось	ʌbrabˈɑtyvʌɭʌsʲ
досылал	dʌsˈyɭʌɭ
снялся	sʲnʲˈɑɭsʲʌ
добавляло	dʌbavɭʲˈɑɭʌ
никем	nʲikʲˈem
спрошенное	sprˈoʃynnʌjɪ
выполнило	vˈypʌɭnʲiɭʌ
лежавшего	ɭʲiʒˈɑfʃyvʌ
якорному	ˈjakʌrnʌmu
пальцу	pˈɑɭʲtsu
мягким	mʲˈɑxkʲim
выполняют	vypʌɭnʲˈɑjut
поставленные	pʌstˈɑvɭʲinnyjɪ
четвёртое	tʃʲitvʲˈɵrtʌjɪ
переставали	pʲirʲistavˈɑɭʲɪ
складываться	skɭˈɑdyvʌtsʌ
закрывалась	zʌkryvˈɑɭʌsʲ
немедленным	nʲimʲˈedɭʲinnym
запаздывать	zapˈɑzdyvʌtʲ
переназначенная	pʲirʲinaznˈɑtʃʲinnʌja
выполняются	vypʌɭnʲˈɑjutsʌ
неотличимая	nʲiʌtɭʲitʃʲˈimʌja
зависшей	zavʲˈiʃʃyj
модальна	mʌdˈɑɭʲna
упиралось	upʲirˈɑɭʌsʲ
подсказку	pʌtskˈɑsku
советовала	sʌvʲˈetʌvʌɭa
останавливают	ʌstanˈɑvɭʲivʌjut
неназначенный	nʲinaznˈɑtʃʲinnyj
удержанию	udʲirʒˈɑnʲiju
задержал	zʌdʲirʒˈɑɭ
собираясь	sʌbʲirˈɑjasʲ
растянуто	rasʲtʲˈɑnutʌ
пропадало	prʌpadˈɑɭʌ
чувствительность	tʃʲustvʲˈitʲiɭʲnʌstʲ
листало	ɭʲistˈɑɭʌ
перелистывания	pʲirʲiɭʲistˈyvʌnʲija
перевыбор	pʲirʲivˈybʌr
уезжает	ujiʒʒˈɑjit
двигаем	dvʲˈiɡʌjim
выполнит	vˈypʌɭnʲit
невозможен	nʲivʌzmˈoʒyn
подсказываем	pʌtskˈɑzyvʌjim
фокусе	fˈokusʲi
равным	rˈɑvnym
является	javɭʲˈɑjitsʌ
глушить	ɡɭuʃˈytʲ
подтвердивший	pʌdtvʲirdʲˈifʃyj
дальнейшее	daɭʲnʲˈejʃyjɪ
повторил	pʌftʌrʲˈiɭ
пообещала	pʌʌbʲiɕˈɑɭa
вынесены	vˈynʲisʲiny
группам	ɡrˈuppʌm
обстоятельствам	ʌpstʌˈjatʲiɭʲstvʌm
быстрым	bˈystrym
групп	ɡrˈupp
естественно	jɪsʲtʲˈɛstvʲinnʌ
просмотреть	prʌsmʌtrʲˈetʲ
окупится	ʌkˈupʲitsʌ
глушью	ɡɭˈuʃjju
почаще	pʌtʃʲˈɑɕi
бирки	bʲˈirkʲɪ
расходуются	rasxˈodujutsʌ
берите	bʲirʲˈitʲi
начинаете	nʌtʃʲinˈɑjitʲi
выборе	vˈybʌrʲi
седьмая	sʲidʲmˈɑja
обработчиках	ʌbrabˈottʃʲikʌx
миллисекунду	mʲiɭɭʲisʲˈekundu
кажутся	kˈɑʒutʲsʲʌ
неспешной	nʲispʲˈeʃnʌj
запятой	zʌpʲatˈoj
запятая	zʌpʲatˈɑja
полноправный	pʌɭnʌprˈɑvnyj
заходя	zʌxʌdʲˈɑ
показом	pʌkˈɑzʌm
обновляются	ʌbnʌvɭʲˈɑjutsʌ
зовутся	zʌvˈutʲsʲʌ
пятому	pʲˈɑtʌmu
шестому	ʃystˈomu
мерил	mʲˈerʲiɭ
жирная	ʒˈyrnʌja
заголовкам	zʌɡʌɭˈofkʌm
ленты	ɭʲˈenty
видимости	vʲˈidʲimʌsʲtʲɪ
вызвавший	vˈyzvʌfʃyj
пробегает	prʌbʲiɡˈɑjit
нужные	nˈuʒnyjɪ
исчезает	ɪɕizˈɑjit
ремесленником	rʲimʲˈesɭʲinnʲikʌm
охотником	ʌxˈotʲnʲikʌm
писарем	pʲˈisʌrʲim
исследователем	ɪssɭʲˈedʌvʌtʲiɭʲim
свайпать	svajpˈɑtʲ
неосторожного	nʲiʌstʌrˈoʒnʌvʌ
превращает	prʲivraɕˈɑjit
полезное	pʌɭʲˈeznʌjɪ
вырубить	vˈyrubʲitʲ
нахожусь	nʌxʌʒˈusʲ
вкл	vˌɛkˌɑˈɛɭ
скачивание	skˈɑtʃʲivʌnʲijɪ
гомункулом	ɡʌmˈunkuɭʌm
влез	vɭʲˈes
незнанию	nʲiznˈɑnʲiju
предлагался	prʲidɭaɡˈɑɭsʲʌ
попытаться	pʌpytˈɑtsʌ
уместный	umʲˈesnyj
заголовков	zʌɡʌɭˈofkʌf
искалась	ɪskˈɑɭʌsʲ
повтором	pʌftˈorʌm
исчезало	ɪɕizˈɑɭʌ
объединённая	ʌbjjidʲinʲˈɵnnʌja
незрячим	nʲizrʲˈɑtʃʲim
слабовидящим	sɭʌbʌvʲˈidʲʌɕim
запомнив	zapˈomnʲif
касаетесь	kasˈɑjitʲisʲ
ползунку	pʌɭzunkˈu
отчитывается	ʌttʃʲˈityvʌjitsʌ
произносило	prʌiznʌsʲˈiɭʌ
сообщат	sʌʌpɕˈɑt
намеренные	namʲˈerʲinnyjɪ
справки	sprˈɑfkʲɪ
задержите	zadʲˈerʒytʲi
собирали	sʌbʲirˈɑɭʲɪ
проиграет	prʌiɡrˈɑjit
собирался	sʌbʲirˈɑɭsʲʌ
продублированы	prʌdubɭʲˈirʌvʌny
неудобен	nʲiudˈobʲin
абсолютное	apsʌɭʲˈutnʌjɪ
локаций	ɭʌkˈɑtsyj
слабослышащих	sɭʌbʌsɭˈyʃʌɕix
эффектов	ɛffʲˈektʌf
запоминая	zʌpʌmʲinˈɑja
медленной	mʲˈedɭʲinnʌj
выключатель	vykɭʲutʃʲˈɑtʲilʲ
онлайн-голосов	ʌnɭˈɑjŋɡʌɭʌsˈof
коллекция	kʌɭɭʲˈektsyja
разложенная	razɭˈoʒynnʌja
звуках	zvˈukʌx
доходишь	dʌxˈodʲiʃ
пополнением	pʌpʌɭnʲˈenʲijim
обновлении	ʌbnʌvɭʲˈenʲiɪ
натяжением	nʌtʲaʒˈɛnʲijim
срывом	srˈyvʌm
узнаваемы	uznavˈɑjimy
ритму	rʲˈitmu
характерным	xʌraktʲˈernym
учёного	utʃʲˈɵnʌvʌ
простолюдина	prʌstʌɭʲudʲˈina
зарегистрированный	zʌrʲiɡʲistrʲˈirʌvʌnnyj
монстрами	mˈonstrʌmʲɪ
главу	ɡɭavˈu
определяются	ʌprʲidʲiɭʲˈɑjutsʌ
близостью	bɭʲˈizʌstʲjju
правителями	pravʲˈitʲiɭʲʌmʲɪ
магов	mˈɑɡʌf
приближении	prʲibɭʲiʒˈɛnʲiɪ
управляется	upravɭʲˈɑjitsʌ
панелью	panʲˈeɭjju
клавиша	kɭˈɑvʲiʃa
освобождается	ʌsvʌbʌʒdˈɑjitsʌ
крепостная	krʲipʌsnˈɑja
многоуровневые	mnʌɡʌˈurʌvnʲivyjɪ
снаряжением	snʌrʲaʒˈɛnʲijim
материалами	mʌtʲirʲiˈɑɭʌmʲɪ
реликвиями	rʲiɭʲˈikvʲijamʲɪ
факелы-ориентиры	fˈɑkʲiɭyʌrʲijintʲˈiry
петлями	pʲˈetɭʲʌmʲɪ
лязгают	ɭʲˈɑzɡʌjut
аккордом	akkˈordʌm
сетку	sʲˈetku
одной-единственной	ʌdnˈojjɪdʲˈinstvʲinnʌj
воротным	vʌrˈotnym
лязгом	ɭʲˈɑzɡʌm
похожим	pʌxˈoʒym
отпираете	ʌtpʲirˈɑjitʲi
грохотом	ɡrˈoxʌtʌm
магистры	maɡʲˈistry
священную	svʲaɕˈennuju
невыполненным	nʲivˈypʌɭnʲinnym
войнами	vˈojnʌmʲɪ
избытком	ɪzbˈytkʌm
прибылью	prʲˈibyɭjju
схема	sxˈema
купите	kupʲˈitʲi
избытке	ɪzbˈytkʲi
местному	mʲˈesnʌmu
поворачивают	pʌvʌrˈɑtʃʲivʌjut
встретив	fstrʲˈetʲif
войсковые	vʌjskʌvˈyjɪ
рейсами	rʲˈejsʌmʲɪ
ценами	tsˈɛnʌmʲɪ
корабельным	kʌrabʲˈeɭʲnym
портовым	pʌrtˈovym
рвущим	rvˈuɕim
пиратских	pʲirˈɑtskʲix
ватаг	vatˈɑk
флагами	fɭˈɑɡʌmʲɪ
грабит	ɡrˈɑbʲit
неудачное	nʲiudˈɑtʃʲnʌjɪ
залпом	zˈɑɭpʌm
абордажем	abʌrdˈɑʒym
бестиарии	bʲisʲtʲiˈɑrʲiɪ
уживается	uʒyvˈɑjitsʌ
поштучно	pʌʃtˈutʃʲnʌ
партией	pˈɑrtʲijij
предложат	prʲidɭˈoʒʌt
сухопутной	suxʌpˈutnʌj
подсечёте	pʌtʲsʲitʃʲˈɵtʲi
забрасывать	zabrˈɑsyvʌtʲ
опоздаете	ʌpʌzdˈɑjitʲi
ловится	ɭˈovʲitsʌ
скатов	skˈɑtʌf
жемчужницу	ʒymtʃʲˈuʒnʲitsu
местным	mʲˈesnym
бойца	bʌjtsˈɑ
происхождении	prʌisxʌʒdʲˈenʲiɪ
вверху	vvʲirxˈu
родственные	rˈotstvʲinnyjɪ
племена	pɭʲimʲinˈɑ
наследует	nasɭʲˈedujit
бог-соперник	bˈoksʌpʲˈernʲik
разделены	rʌʑdʲiɭʲinˈy
бесплатна	bʲispɭˈɑtna
приняв	prʲinʲˈɑf
возможна	vʌzmˈoʒna
союзом	sʌˈjuzʌm
дружбой	drˈuʒbʌj
напряжением	nʌprʲaʒˈɛnʲijim
открывайте	ʌtkryvˈɑjtʲi
причинами	prʲitʃʲˈinʌmʲɪ
текущие	tʲikˈuɕijɪ
помогая	pʌmʌɡˈɑja
улучшаете	uɭutʃʲʃˈɑjitʲi
снижаются	sʲnʲiʒˈɑjutsʌ
куста	kustˈɑ
стеклянным	sʲtʲikɭʲˈɑnnym
осыпью	ˈosypjju
панорамируются	pʌnʌramʲˈirujutsʌ
выдумывается	vydumˈyvʌjitsʌ
выведено	vˈyvʲidʲinʌ
перекрёстков	pʲirʲikrʲˈɵstkʌf
напряжении	nʌprʲaʒˈɛnʲiɪ
разумеется	rʌzumʲˈejitsʌ
добавило	dʌbˈɑvʲiɭʌ
ответам	ʌtvʲˈetʌm
горские	ɡˈorskʲijɪ
литаврами	ɭʲitˈɑvrʌmʲɪ
порывом	pʌrˈyvʌm
вьюгой	vjˈjuɡʌj
оклику	ˈokɭʲiku
копытам	kʌpˈytʌm
фырканью	fˈyrkʌnjju
верблюду	vʲirbɭʲˈudu
турнир	turnʲˈir
крадущимся	kradˈuɕimsʲʌ
оркестровых	ʌrkʲistrˈovyx
предвестий	prʲidvʲˈesʲtʲij
вспыхивает	fspˈyxivʌjit
дымкой	dˈymkʌj
ореолом	ʌrʲiˈoɭʌm
одобрительным	ʌdʌbrʲˈitʲiɭʲnym
ушедшей	uʃˈɛtʃyj
палой	pˈɑɭʌj
листвой	ɭʲistvˈoj
щебнем	ɕˈebnʲim
раскисает	rʌskʲisˈɑjit
соломой	sʌɭˈomʌj
притвора	prʲitvˈora
креплений	krʲipɭʲˈenʲij
забрались	zʌbraɭʲˈisʲ
играете	ɪɡrˈɑjitʲi
наушников	naˈuʃnʲikʌf
шаткая	ʃˈɑtkʌja
перил	pʲirʲˈiɭ
вздох	vzdˈox
возвращаетесь	vʌzvraɕˈɑjitʲisʲ
отвесна	ʌtvʲˈesna
покинутый	pʌkʲˈinutyj
будущий	bˈuduɕij
одинаковой	ʌdʲinˈɑkʌvʌj
веху	vʲˈexu
повышение	pʌvyʃˈɛnʲijɪ
понижение	pʌnʲiʒˈɛnʲijɪ
павшем	pˈɑfʃym
герое	ɡʲirˈojɪ
упавшего	upˈɑfʃyvʌ
струнными	strˈunnymʲɪ
распадом	raspˈɑdʌm
сумеречным	sˈumʲirʲitʃʲnym
тетиву	tʲitʲivˈu
щипком	ɕˈipkʌm
попаданием	pʌpadˈɑnʲijim
скользящий	skʌɭʲʑˈɑɕij
порчей	pˈortʃʲij
разрядом	razrʲˈɑdʌm
мехами	mʲixˈɑmʲɪ
записях	zˈɑpʲisʲʌx
блеет	bɭʲˈejit
лают	ɭˈɑjut
человеческих	tʃʲiɭʌvʲˈetʃʲiskʲix
кружками	kruʃkˈɑmʲɪ
льющийся	ɭjˈjuɕijsʲʌ
разряжается	rʌzrʲaʒˈɑjitsʌ
подставках	pʌtstˈɑfkʌx
оброненные	ʌbrˈonʲinnyjɪ
аналои	anaɭˈoɪ
сохраняет	sʌxranʲˈɑjit
учащает	utʃʲaɕˈɑjit
экономит	ɛkʌnˈomʲit
пятнадцати	pʲatnˈɑttsʌtʲɪ
изученный	ɪzˈutʃʲinnyj
согревают	sʌɡrʲivˈɑjut
пополняют	pʌpʌɭnʲˈɑjut
судачат	sudˈɑtʃʲʌt
люстра	ɭʲˈustra
фитиля	fʲitʲiɭʲˈɑ
сотней	sˈotʲnʲij
вытканная	vˈytkʌnnʌja
написанного	napʲˈisʌnnʌvʌ
стоящие	stʌˈjaɕijɪ
настенная	nasʲtʲˈennʌja
ближайшими	bɭʲiʒˈɑjʃymʲɪ
оружию	ʌrˈuʒyju
точится	tʌtʃʲˈitsʌ
вязанка	vʲazˈɑnka
растопку	rastˈopku
взвешивают	vzvʲˈeʃyvʌjut
спрятали	sprʲˈɑtʌɭʲɪ
съедобное	sjjidˈobnʌjɪ
сталагмиты	stʌɭaɡmʲˈity
водомёт	vʌdʌmʲˈɵt
умыться	umˈytsʌ
канат	kanˈɑt
присесть	prʲisʲˈestʲ
перевести	pʲirʲivʲisʲtʲˈɪ
отсидишься	ʌtʲsʲidʲˈiʃsʲʌ
поить	pʌˈitʲ
постоите	pʌstʌˈitʲi
сдвинутся	zdvʲˈinutʲsʲʌ
готова	ɡʌtˈova
поленницы	pʌɭʲˈennʲitsy
груды	ɡrˈudy
грибницы	ɡrʲibnʲˈitsy
тронув	trˈonuf
отговорка	ʌdɡʌvˈorka
кормила	kʌrmʲˈiɭa
нами	nˈɑmʲɪ
одиночная	ʌdʲinˈotʃʲnʌja
ролевая	rʌɭʲivˈɑja
историческая	ɪstʌrʲˈitʃʲiskʌja
древности	drʲˈevnʌsʲtʲɪ
фэнтезийном	fɛntʲiʑˈijnʌm
индейцы	ɪndʲˈejtsy
персы	pʲˈersy
египтяне	jɪɡʲiptʲˈɑnʲi
норманны	nʌrmˈɑnny
демона	dʲˈemʌna
хищных	xˈiɕnyx
боевого	bʌjivˈovʌ
гоночная	ɡˈonʌtʃʲnʌja
гонок	ɡˈonʌk
недобрый	nʲidˈobryj
иное	ɪnˈojɪ
первоисточник	pʲirvʌistˈotʃʲnʲik
копировать	kʌpʲˈirʌvʌtʲ
распространять	rʌsprʌstranʲˈɑtʲ
изменять	ɪzmʲinʲˈɑtʲ
коммерческих	kʌmmʲˈertʃʲiskʲix
целях	tsˈɛɭʲʌx
изменённые	ɪzmʲinʲˈɵnnyjɪ
соблюдены	sʌbɭʲudʲinˈy
краткое	krˈɑtkʌjɪ
изложение	ɪzɭʌʒˈɛnʲijɪ
названные	nˈɑzvʌnnyjɪ
драм-машина	drˈɑmmaʃˈyna
покрыто	pʌkrˈytʌ
коллектив	kʌɭɭʲiktʲˈif
общественным	ʌpɕˈestvʲinnym
достоянием	dʌstʌˈjanʲijim
библиотек	bʲibɭʲiʌtʲˈek
русской	rˈusskʌj
средствами	srʲˈetstvʌmʲɪ
сконструированы	skʌnstruˈirʌvʌny
женский	ʒˈɛnskʲij
условиям	usɭˈovʲijam
полученный	pʌɭˈutʃʲinnyj
владельцу	vɭadʲˈeɭʲtsu
требуется	trʲˈebujitsʌ
воспроизводят	vʌsprʌizvˈodʲʌt
синтезирована	sʲintʲiʑˈirʌvʌna
русских	rˈusskʲix
заказал	zʌkazˈɑɭ
перечисленных	pʲirʲitʃʲˈisɭʲinnyx
оговоркой	ʌɡʌvˈorkʌj
играх	ˈɪɡrʌx
совместимо	sʌvmʲisʲtʲˈimʌ
собранием	sʌbrˈɑnʲijim
свёртку	svʲˈɵrtku
левое	ɭʲˈevʌjɪ
воспроизводит	vʌsprʌizvˈodʲit
абсолютные	apsʌɭʲˈutnyjɪ
юге	ˈjuɡʲi
поворачиваться	pʌvʌrˈɑtʃʲivʌtsʌ
делая	dʲˈeɭʌja
разместить	rʌzmʲisʲtʲˈitʲ
дотянетесь	dʌtʲˈɑnʲitʲisʲ
горожанина	ɡʌrʌʒˈɑnʲina
отойдёте	ʌtʌjdʲˈɵtʲi
подойдёте	pʌdʌjdʲˈɵtʲi
отслеживают	ʌtsɭʲˈeʒyvʌjut
обхода	ʌpxˈoda
бескрылым	bʲiskrˈyɭym
попытке	pʌpˈytkʲi
выбирая	vybʲirˈɑja
выбираете	vybʲirˈɑjitʲi
садитесь	sadʲˈitʲisʲ
соотношению	sʌʌtnʌʃˈɛnʲiju
шагая	ʃaɡˈɑja
незнакомый	nʲiznakˈomyj
сажусь	saʒˈusʲ
крылу	kryɭˈu
пересечь	pʲirʲisʲˈetʃʲ
снижение	sʲnʲiʒˈɛnʲijɪ
сядете	sʲˈɑdʲitʲi
крылаты	kryɭˈɑty
рассечь	rasʲsʲˈetʃʲ
спишет	spʲˈiʃyt
магией	mˈɑɡʲijij
измерение	ɪzmʲirʲˈenʲijɪ
доберётесь	dʌbʲirʲˈɵtʲisʲ
взлёте	vzɭʲˈɵtʲi
заметив	zamʲˈetʲif
лугами	ɭuɡˈɑmʲɪ
скалистых	skaɭʲˈistyx
выбитые	vˈybʲityjɪ
похожий	pʌxˈoʒyj
летя	ɭʲitʲˈɑ
теряете	tʲirʲˈɑjitʲi
садились	sadʲˈiɭʲisʲ
прилетели	prʲiɭʲitʲˈeɭʲɪ
посадки	pʌsˈɑtkʲɪ
бескрылому	bʲiskrˈyɭʌmu
загадок	zaɡˈɑdʌk
знающие	znˈɑjuɕijɪ
выносливое	vynˈosɭʲivʌjɪ
крылатых	kryɭˈɑtyx
азартный	azˈɑrtnyj
гончарной	ɡʌntʃʲˈɑrnʌj
обойдя	ʌbʌjdʲˈɑ
застанете	zastˈɑnʲitʲi
рудничные	rudnʲˈitʃʲnyjɪ
встретятся	fstrʲˈetʲʌtsʌ
пауки	pʌukʲˈɪ
деваются	dʲivˈɑjutsʌ
объяснит	ʌbjjasʲnʲˈit
отправит	ʌtprˈɑvʲit
покрывают	pʌkryvˈɑjut
враждебному	vraʒdʲˈebnʌmu
просьб	prˈosʲp
туманах	tumˈɑnʌx
велик	vʲiɭʲˈik
виденная	vʲˈidʲinnʌja
расспросом	rassprˈosʌm
ближнем	bɭʲˈiʒnʲim
расспрос	rassprˈos
подскажет	pʌtskˈɑʒyt
загрузку	zaɡrˈusku
гильдейскую	ɡʲiɭʲdʲˈejskuju
сходную	sxˈodnuju
избу	ɪzbˈu
ледниковую	ɭʲidnʲikˈovuju
килевую	kʲiɭʲivˈuju
кулачную	kuɭˈɑtʃʲnuju
золоту	zˈoɭʌtu
применяются	prʲimʲinʲˈɑjutsʌ
здешнюю	ʑdʲˈeʃnʲuju
разовых	rˈɑzʌvyx
сдали	zdˈɑɭʲɪ
советника	sʌvʲˈetʲnʲika
звёздную	zvʲˈɵznuju
третьих	trʲˈetʲjix
устраивает	ustrˈɑivʌjit
меткой	mʲˈetkʌj
чутьём	tʃʲutʲjˈɵm
скорым	skˈorym
мешками	mʲiʃkˈɑmʲɪ
вдруг	vdrˈuk
опишет	ʌpʲˈiʃyt
опустошают	ʌpustʌʃˈɑjut
народ-заказчик	narˈotzakˈɑɕik
выведут	vˈyvʲidut
съеденного	sjjˈedʲinnʌvʌ
сроками	srˈokʌmʲɪ
оплоты	ʌpɭˈoty
золоте	zˈoɭʌtʲi
всемеро	fsʲˈemʲirʌ
примешиваются	prʲimʲˈeʃyvʌjutsʌ
двенадцатого	dvʲinˈɑttsʌtʌvʌ
спуску	spˈusku
надетому	nadʲˈetʌmu
мешку	mʲiʃkˈu
тяжёлому	tʲaʒˈoɭʌmu
воротному	vʌrˈotnʌmu
лязгу	ɭʲˈɑzɡu
повторится	pʌftʌrʲˈitsʌ
сокровищ	sʌkrˈovʲiɕ
венца	vʲintsˈɑ
гвоздя	ɡvʌʑdʲˈɑ
отвесен	ʌtvʲˈesʲin
стоящая	stʌˈjaɕʌja
твердынями	tvʲirdˈynʲʌmʲɪ
четверо-шестеро	tʃʲˈetvʲirʌʃˈɛsʲtʲirʌ
два-три	dvˈɑtrʲˈɪ
солдата	sʌɭdˈɑta
попросит	pʌprˈosʲit
сдавленным	zdˈɑvɭʲinnym
невернувшихся	nʲivʲirnˈufʃyxsʲʌ
приговорённого	prʲiɡʌvʌrʲˈɵnnʌvʌ
контрабандиста	kʌntrʌbandʲˈista
отступника	ʌtstˈupnʲika
перевоза	pʲirʲivˈoza
колодок	kʌɭˈodʌk
приближает	prʲibɭʲiʒˈɑjit
истоков	ɪstˈokʌf
училищная	utʃʲˈiɭʲiɕnʌja
заграничная	zʌɡranʲˈitʃʲnʌja
истока	ɪstˈoka
одна-две	ʌdnˈɑdvʲˈe
купленная	kˈupɭʲinnʌja
слав	sɭˈɑf
утонувшая	utʌnˈufʃʌja
усыпальница	usypˈɑɭʲnʲitsa
перевёрнутый	pʲirʲivʲˈɵrnutyj
негаснущая	nʲiɡasnˈuɕʌja
стоячее	stʌˈjatʃʲijɪ
разы	razˈy
вкладывай	fkɭˈɑdyvʌj
выдуманной	vˈydumʌnnʌj
вынутая	vˈynutʌja
зачарований	zʌtʃʲarˈovʌnʲij
спорящие	spˈorʲʌɕijɪ
срежет	srʲˈeʒyt
потратят	pʌtrˈɑtʲʌt
неудаче	nʲiudˈɑtʃʲi
жадная	ʒˈɑdnʌja
гордая	ɡˈordʌja
незакрытую	nʲizakrˈytuju
работающий	rabˈotʌjuɕij
полусотней	pʌɭusˈotʲnʲij
заголовками	zʌɡʌɭˈofkʌmʲɪ
купленный	kˈupɭʲinnyj
предметам	prʲidmʲˈetʌm
рассчитывать	rasɕˈityvʌtʲ
обжитых	ʌbʒytˈyx
тяжёлыми	tʲaʒˈoɭymʲɪ
сырых	syrˈyx
рудном	rˈudnʌm
немой	nʲimˈoj
переходите	pʲirʲixˈodʲitʲi
одиннадцатый	ʌdʲˈinnʌttsʌtyj
тринадцатью	trʲinˈɑttsʌtʲjju
девяностом	dʲivʲanˈostʌm
листал	ɭʲistˈɑɭ
махал	maxˈɑɭ
съезжало	sjjiʒʒˈɑɭʌ
чутких	tʃʲˈutkʲix
спокойных	spʌkˈojnyx
стучать	stutʃʲˈɑtʲ
значений	znatʃʲˈenʲij
засчитывается	zaɕˈityvʌjitsʌ
росчерк	rˈoɕirk
задержался	zʌdʲirʒˈɑɭsʲʌ
включённой	fkɭʲutʃʲˈɵnnʌj
настройку	nastrˈojku
лёгкой	ɭʲˈɵxkʌj
подкрутить	pʌtkrutʲˈitʲ
пробежать	prʌbʲiʒˈɑtʲ
